citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,actual_vote
C8615,Ebony,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,1,25-35,1,0,Masters,5,AEC,AEC,Tokugawa
C8616,Centaur,11,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,25-35,1,1,Masters,7,AHS,AHS,Centaur
C8617,Odyssey,2,0,0,12,0,0,0,0,8,0,1,0,0,1,0,0,0,0,2,0,0,0,0,15,0,3,18-24,0,0,Degree,7,AOV,AUE,Odyssey
C8618,Tokugawa,0,0,9,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,0,4,55+,1,0,Masters,7,ACL,AWD,Tokugawa
C8619,Cosmos,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,55+,1,1,Masters,7,AKT,ACL,Cosmos
C8620,Centaur,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,46-55,0,0,Masters,6,ATI,AXT,Centaur
C8621,Ebony,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,3,25-35,0,0,Masters,8,ANO,ANO,Ebony
C8622,Tokugawa,1,3,19,0,2,1,3,9,0,2,0,0,2,0,0,0,0,3,0,0,0,6,3,0,0,3,18-24,1,0,Masters,7,AEC,AEC,Tokugawa
C8623,Centaur,6,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,0,3,55+,1,0,Diploma,6,ARK,ARK,Centaur
C8624,Ebony,0,4,0,9,0,0,2,0,4,0,0,0,0,2,0,0,2,0,1,0,0,3,0,15,0,3,25-35,0,1,Masters,7,ABX,ABX,Ebony
C8625,Cosmos,1,3,0,0,7,1,1,0,0,5,0,1,0,0,1,0,0,0,0,0,0,15,0,0,3,3,18-24,1,0,Degree,7,AEV,ABX,Ebony
C8626,Cosmos,1,3,3,0,4,0,0,3,0,0,0,0,0,0,0,1,3,0,0,4,0,0,7,0,0,3,36-45,1,0,Masters,7,ABX,AMR,Cosmos
C8627,Cosmos,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,1,25-35,1,1,Masters,5,AWM,AES,Cosmos
C8628,Ebony,1,12,0,2,0,1,5,0,0,0,0,0,0,1,0,0,5,0,0,0,7,13,0,15,0,3,25-35,0,0,Masters,7,AUD,AUD,Ebony
C8629,Ebony,2,6,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,15,2,0,15,0,3,36-45,1,0,Masters,7,ANO,ANO,Centaur
C8630,Odyssey,1,1,0,8,4,1,1,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,15,3,4,46-55,1,1,Masters,7,AET,AET,Odyssey
C8631,Centaur,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,3,55+,1,0,Degree,6,AMR,AMR,Tokugawa
C8632,Centaur,6,6,4,0,0,3,2,1,0,0,1,2,1,0,0,1,0,1,0,0,0,0,12,0,0,4,18-24,1,0,Diploma,6,AEC,AEC,Ebony
C8633,Ebony,0,7,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,4,25-35,0,1,Masters,7,ABX,ADV,Ebony
C8634,Tokugawa,6,6,18,4,0,2,2,1,0,0,2,2,4,2,0,0,0,1,0,0,12,15,12,15,0,2,46-55,1,0,Diploma,8,ANQ,ANQ,Tokugawa
C8635,Odyssey,0,0,0,10,3,0,0,0,2,1,0,0,0,3,1,0,0,0,2,0,0,15,0,15,15,3,36-45,1,1,Diploma,6,ATE,ATE,Centaur
C8636,Ebony,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,15,0,0,0,4,18-24,1,0,Degree,8,ACD,ACL,Tokugawa
C8637,Centaur,8,0,0,9,0,4,0,0,5,0,1,0,0,1,0,1,0,0,2,0,15,0,0,15,0,4,25-35,0,0,Masters,7,AHS,AHS,Ebony
C8638,Centaur,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,25-35,0,1,Masters,8,ATI,ATI,Centaur
C8639,Odyssey,0,0,0,18,0,0,0,0,7,0,0,0,0,3,0,0,0,0,1,0,0,0,0,15,0,4,18-24,0,0,Masters,9,AET,AET,Odyssey
C8640,Ebony,0,15,0,0,0,0,7,0,0,0,0,1,0,0,0,0,3,0,0,0,0,15,0,0,0,1,25-35,1,0,Masters,5,ACL,ABX,Ebony
C8641,Odyssey,0,0,0,9,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,15,0,15,0,4,55+,1,0,Masters,8,AQT,AQT,Odyssey
C8642,Ebony,0,5,0,2,0,0,3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,15,0,15,0,3,18-24,1,1,Masters,8,ACI,ACI,Ebony
C8643,Centaur,17,0,3,0,0,5,0,2,0,0,1,0,0,0,0,8,0,1,0,0,2,0,0,0,0,1,55+,1,1,Diploma,6,ARK,APH,Centaur
C8644,Ebony,2,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,15,15,0,15,0,4,18-24,1,1,Diploma,7,ARM,AOT,Centaur
C8645,Cosmos,3,0,0,1,7,3,0,0,1,7,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,4,25-35,0,0,Degree,5,AWT,APL,Centaur
C8646,Ebony,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,25-35,1,0,Degree,7,ASD,ACL,Ebony
C8647,Ebony,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,1,18-24,1,0,Masters,8,AAV,AAV,Ebony
C8648,Centaur,10,3,0,4,0,3,1,0,0,0,2,1,0,2,0,1,0,0,0,0,15,0,0,15,0,4,46-55,1,1,Degree,8,ARM,AVI,Centaur
C8649,Centaur,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3,25-35,1,0,Masters,9,AHS,AHS,Centaur
C8650,Odyssey,1,1,2,5,0,1,0,1,3,0,0,0,0,0,0,0,1,1,2,0,15,15,15,15,0,1,25-35,1,0,Primary,7,AWI,ACL,Cosmos
C8651,Cosmos,0,1,2,2,4,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,15,0,4,18-24,1,1,Diploma,9,APH,AKN,Ebony
C8652,Tokugawa,1,0,7,0,2,1,0,4,0,0,0,0,0,0,0,0,0,3,0,2,7,0,15,0,0,3,55+,0,1,Diploma,9,ARK,ATU,Tokugawa
C8653,Cosmos,0,1,0,3,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,15,0,15,15,1,25-35,1,1,Degree,4,ANQ,AOV,Cosmos
C8654,Ebony,0,13,0,0,2,0,1,0,0,0,0,3,0,0,1,0,3,0,0,0,0,3,0,0,0,3,55+,1,1,Diploma,8,APR,ABX,Ebony
C8655,Cosmos,0,0,0,12,2,0,0,0,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,3,46-55,1,0,Masters,7,AQX,AQX,Odyssey
C8656,Ebony,0,14,0,0,0,0,2,0,0,0,0,1,0,0,0,0,7,0,0,0,0,15,15,0,0,1,25-35,1,0,Degree,7,ACN,ACN,Ebony
C8657,Ebony,0,4,5,0,2,0,1,4,0,0,0,0,0,0,1,0,3,1,0,0,0,15,15,0,15,4,55+,0,0,Masters,7,AEC,AEC,Tokugawa
C8658,Tokugawa,0,1,9,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,15,15,0,0,3,46-55,1,0,Masters,8,AEC,AEC,Tokugawa
C8659,Cosmos,0,0,0,0,5,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,55+,1,1,Masters,4,AWX,AWX,Cosmos
C8660,Ebony,8,9,7,0,10,8,7,0,0,8,0,1,1,0,1,0,0,4,0,0,0,0,0,0,0,3,46-55,0,0,Diploma,3,ANQ,ANQ,Cosmos
C8661,Ebony,1,12,3,0,2,0,6,0,0,0,0,1,1,0,0,1,4,0,0,2,0,0,15,0,0,3,25-35,1,0,Degree,6,AEC,AEC,Ebony
C8662,Cosmos,1,0,0,0,12,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,15,0,0,0,15,3,55+,0,1,Diploma,6,ACL,AMA,Cosmos
C8663,Odyssey,0,0,0,19,0,0,0,0,15,0,0,0,0,1,0,0,0,0,2,0,0,15,0,15,0,4,18-24,0,0,Masters,6,AUE,AUE,Odyssey
C8664,Centaur,15,1,0,0,0,10,0,0,0,0,0,0,0,0,0,5,1,0,0,0,15,15,0,0,0,1,25-35,1,1,Masters,5,AHS,AHS,Centaur
C8665,Odyssey,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,25-35,1,1,Diploma,5,AHJ,AHJ,Odyssey
C8666,Cosmos,0,0,0,2,6,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,15,15,15,3,46-55,1,0,Masters,9,AJV,AJV,Ebony
C8667,Cosmos,0,0,0,0,20,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,15,3,25-35,0,0,Masters,7,AWX,AWX,Cosmos
C8668,Ebony,0,3,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11,0,0,10,4,18-24,1,1,Diploma,6,ASC,ACL,Cosmos
C8669,Centaur,4,0,4,0,2,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,7,0,15,0,10,3,55+,0,0,Masters,7,APH,ACL,Ebony
C8670,Ebony,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,55+,1,0,Degree,5,ACL,AJI,Tokugawa
C8671,Ebony,0,6,0,14,0,0,0,0,7,0,0,1,0,3,0,0,2,0,1,0,0,0,0,13,0,4,55+,0,0,Masters,9,ALE,ALE,Ebony
C8672,Centaur,6,2,1,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,15,15,15,0,0,1,25-35,1,0,Degree,8,AVO,ACL,Ebony
C8673,Centaur,0,0,0,0,9,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,1,25-35,0,0,Masters,6,ACD,ACD,Ebony
C8674,Odyssey,0,0,0,7,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,4,55+,0,0,Degree,8,ADV,AVO,Ebony
C8675,Ebony,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,2,46-55,1,1,Masters,6,ACL,AHD,Cosmos
C8676,Centaur,19,2,0,0,0,13,0,0,0,0,1,1,0,0,0,4,0,0,0,0,15,11,0,0,0,1,36-45,1,0,Degree,5,AYI,ANQ,Centaur
C8677,Centaur,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,15,0,0,15,0,3,46-55,1,0,Masters,6,AHS,AHS,Centaur
C8678,Ebony,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,4,18-24,0,1,Masters,7,ALE,ALE,Ebony
C8679,Tokugawa,0,0,5,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,4,46-55,0,0,Diploma,4,AOV,ACL,Centaur
C8680,Cosmos,0,1,2,0,3,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,15,15,0,15,1,46-55,1,0,Diploma,7,ANQ,ANQ,Odyssey
C8681,Odyssey,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,3,36-45,1,0,Degree,9,AXR,ACL,Odyssey
C8682,Cosmos,4,2,0,6,3,1,0,0,6,2,0,0,0,0,0,2,2,0,0,1,6,0,0,15,12,1,36-45,1,0,Masters,6,AET,AET,Cosmos
C8683,Centaur,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,15,3,46-55,0,0,Masters,6,AHS,AFY,Centaur
C8684,Ebony,0,2,0,4,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,0,4,18-24,0,1,Primary,6,AWD,AWD,Odyssey
C8685,Ebony,3,12,7,8,0,3,1,6,4,0,0,1,0,1,0,0,3,1,0,0,15,13,15,15,0,1,25-35,0,1,Degree,8,ANQ,ANQ,Tokugawa
C8686,Odyssey,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,36-45,1,0,Degree,9,AEC,AEC,Odyssey
C8687,Ebony,0,6,0,0,4,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,15,0,0,15,2,25-35,1,0,Masters,9,AVO,AVO,Ebony
C8688,Cosmos,0,8,8,0,4,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,15,6,25-35,0,0,Degree,9,AOV,API,Cosmos
C8689,Centaur,16,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,9,0,0,0,0,2,55+,1,0,Masters,7,AHS,AHS,Centaur
C8690,Ebony,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,1,18-24,1,0,Masters,8,AXO,AXO,Ebony
C8691,Ebony,0,9,0,1,0,0,2,0,1,0,0,2,0,0,0,0,2,0,0,0,0,15,0,15,0,1,25-35,1,0,Degree,7,AXR,AXR,Ebony
C8692,Centaur,6,2,0,0,2,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,15,15,0,0,15,4,18-24,0,1,Masters,6,AWX,AEC,Ebony
C8693,Centaur,3,6,0,6,2,3,3,0,2,0,0,0,0,2,1,0,3,0,0,0,15,15,0,15,15,3,18-24,1,1,Masters,6,AYE,AYE,Ebony
C8694,Ebony,0,7,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,15,0,15,0,3,18-24,1,1,Masters,7,ASC,ARM,Ebony
C8695,Tokugawa,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,4,55+,1,0,Degree,10,ACL,AJV,Tokugawa
C8696,Ebony,0,5,0,3,3,0,1,0,2,0,0,0,0,0,1,0,4,0,1,0,0,15,0,15,15,3,25-35,1,0,Diploma,7,AQU,AQU,Ebony
C8697,Odyssey,3,0,0,16,0,1,0,0,12,0,1,0,0,0,0,0,0,0,4,0,10,0,0,15,0,4,36-45,1,0,Degree,6,AVG,AVG,Odyssey
C8698,Cosmos,2,4,0,0,12,2,0,0,0,5,0,1,0,0,2,0,0,0,0,0,15,15,0,0,15,4,25-35,0,1,Masters,6,ATI,ATI,Cosmos
C8699,Odyssey,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,25-35,0,0,Masters,7,AZN,AUE,Ebony
C8700,Cosmos,0,1,0,0,5,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,46-55,1,1,Degree,6,ATI,ATI,Cosmos
C8701,Ebony,0,2,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,15,0,4,18-24,1,1,Degree,7,AOT,AOV,Odyssey
C8702,Ebony,1,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,18-24,1,0,Masters,5,ACL,AZP,Centaur
C8703,Tokugawa,0,0,21,0,0,0,0,15,0,0,0,0,1,0,0,0,0,3,0,0,0,0,15,0,0,3,55+,1,1,Masters,7,ANQ,APH,Tokugawa
C8704,Cosmos,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,4,46-55,1,0,Degree,5,ALG,AJI,Cosmos
C8705,Centaur,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,0,0,0,2,25-35,0,0,Degree,7,ACL,ARA,Centaur
C8706,Cosmos,0,0,0,0,14,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,2,55+,1,0,Degree,8,ASF,ASF,Cosmos
C8707,Cosmos,7,0,0,0,17,1,0,0,0,5,2,0,0,0,4,0,0,0,0,0,15,0,0,0,15,2,36-45,0,0,Diploma,6,AWX,ATI,Cosmos
C8708,Odyssey,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,25-35,0,0,Degree,5,ATA,ATA,Odyssey
C8709,Odyssey,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,4,36-45,0,1,Diploma,7,ATG,AXT,Odyssey
C8710,Tokugawa,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,4,46-55,1,0,Diploma,7,ACL,AJV,Tokugawa
C8711,Cosmos,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,3,46-55,1,0,Masters,7,AMR,AMR,Cosmos
C8712,Cosmos,0,0,0,2,5,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,15,0,15,15,1,25-35,1,0,Masters,6,AHR,AHR,Cosmos
C8713,Centaur,14,0,0,1,2,10,0,0,1,2,1,0,0,0,0,2,0,0,0,0,15,15,0,15,15,4,18-24,1,0,Degree,0,AOV,AOV,Centaur
C8714,Ebony,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,3,0,0,0,4,36-45,1,1,Masters,7,ASE,ASE,Ebony
C8715,Odyssey,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,1,46-55,1,1,Masters,5,AER,ACL,Odyssey
C8716,Ebony,1,5,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,4,18-24,0,1,Degree,4,ARA,ARA,Ebony
C8717,Odyssey,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,4,25-35,0,0,Masters,8,AQX,AQX,Odyssey
C8718,Centaur,7,0,4,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,15,0,15,0,0,2,25-35,0,0,Degree,8,APH,ANQ,Centaur
C8719,Centaur,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,1,46-55,1,0,Masters,8,AOV,AOV,Centaur
C8720,Ebony,0,6,0,3,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13,0,15,0,4,25-35,1,1,Degree,7,AWX,AWX,Odyssey
C8721,Odyssey,3,0,0,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,4,25-35,0,0,Degree,8,AHJ,ACL,Centaur
C8722,Odyssey,0,0,0,7,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,1,18-24,0,0,Diploma,5,AET,AVG,Centaur
C8723,Centaur,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,4,55+,1,1,Diploma,8,ANQ,APX,Centaur
C8724,Tokugawa,0,0,16,0,0,0,0,7,0,0,0,0,1,0,0,0,0,7,0,0,0,0,15,0,0,3,55+,1,0,Masters,9,AEC,ACL,Tokugawa
C8725,Ebony,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,15,3,25-35,0,0,Masters,4,AVO,AVO,Cosmos
C8726,Odyssey,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,4,36-45,1,1,Degree,10,ACL,AWD,Odyssey
C8727,Centaur,2,0,0,7,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,3,18-24,1,0,Diploma,7,ACL,AHJ,Centaur
C8728,Tokugawa,0,0,8,4,1,0,0,2,4,1,0,0,2,0,0,0,0,2,0,0,0,0,15,15,15,4,46-55,1,0,Masters,7,AEC,AEC,Tokugawa
C8729,Cosmos,0,1,0,0,10,0,1,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,6,3,25-35,1,1,Degree,8,AWX,AWX,Cosmos
C8730,Cosmos,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,46-55,1,0,Degree,5,AHR,AHO,Cosmos
C8731,Centaur,6,2,4,0,0,2,0,0,0,0,2,1,0,0,0,0,0,2,0,0,15,15,15,0,0,4,55+,0,0,Masters,7,ACO,ACN,Centaur
C8732,Odyssey,1,0,3,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,15,0,15,15,0,1,36-45,1,0,Primary,5,ACD,ACD,Odyssey
C8733,Odyssey,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,25-35,1,1,Masters,7,ABX,ABX,Odyssey
C8734,Tokugawa,0,0,13,0,0,0,0,7,0,0,0,0,1,0,0,0,0,4,0,0,0,0,15,0,0,1,25-35,1,0,Degree,6,AEC,AEC,Tokugawa
C8735,Tokugawa,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,3,46-55,1,1,Diploma,5,ACL,APH,Cosmos
C8736,Ebony,0,15,0,1,1,0,6,0,1,1,0,2,0,0,0,0,5,0,0,0,0,15,0,15,7,3,25-35,0,1,Masters,7,AUJ,AUJ,Ebony
C8737,Odyssey,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,15,0,3,18-24,1,1,Diploma,7,AET,AET,Odyssey
C8738,Cosmos,0,0,0,6,8,0,0,0,4,6,0,0,0,1,1,0,0,0,0,0,0,0,0,15,15,3,46-55,0,1,Degree,6,AHR,AHR,Cosmos
C8739,Ebony,0,3,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15,0,15,0,3,25-35,1,0,Degree,6,AZG,AXO,Odyssey
C8740,Centaur,6,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,7,15,0,0,9,3,46-55,0,0,Masters,7,AOV,AOV,Cosmos
C8741,Ebony,0,13,0,0,2,0,6,0,0,0,0,3,0,0,1,0,0,0,0,0,0,15,0,0,15,3,46-55,0,0,Degree,6,ABX,ABX,Ebony
C8742,Ebony,0,5,0,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,15,0,0,15,4,18-24,1,0,Masters,6,ATV,ATV,Ebony
C8743,Tokugawa,2,0,4,1,0,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,15,15,15,15,0,1,25-35,1,1,Degree,6,ANQ,AEC,Ebony
C8744,Ebony,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,4,18-24,1,1,Masters,10,AQU,AQU,Ebony
C8745,Centaur,10,0,0,0,2,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,0,0,0,0,1,55+,0,0,Masters,8,ATF,ACL,Centaur
C8746,Odyssey,0,0,0,10,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,1,55+,1,0,Degree,8,ABX,ABX,Odyssey
C8747,Tokugawa,3,1,6,0,2,3,0,0,0,0,0,0,2,0,1,0,1,2,0,0,15,15,12,0,7,1,18-24,0,0,Masters,8,AHO,ASF,Centaur
C8748,Odyssey,0,0,0,10,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,25-35,0,1,Masters,6,AHR,AHR,Odyssey
C8749,Centaur,20,0,0,2,0,14,0,0,2,0,2,0,0,0,0,2,0,0,0,0,15,0,0,15,0,4,18-24,0,0,Diploma,5,AHS,AHS,Centaur
C8750,Odyssey,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,25-35,1,1,Masters,7,AQX,AJI,Odyssey
C8751,Cosmos,0,2,2,11,10,0,0,0,4,9,0,1,1,1,0,0,0,0,1,1,0,0,0,15,7,3,46-55,0,0,Degree,7,AJI,AVG,Cosmos
C8752,Ebony,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,4,46-55,1,0,Diploma,3,ASE,ASE,Ebony
C8753,Odyssey,0,1,0,8,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,15,0,13,0,4,25-35,1,0,Diploma,7,AYE,AYE,Odyssey
C8754,Ebony,3,3,0,0,1,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,15,4,25-35,1,0,Masters,8,AOV,APH,Cosmos
C8755,Ebony,2,3,0,4,0,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,0,3,55+,0,0,Diploma,6,ABX,ABX,Odyssey
C8756,Odyssey,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,36-45,1,0,Masters,0,AMH,ACL,Odyssey
C8757,Ebony,0,3,0,5,2,0,0,0,3,0,0,0,0,1,1,0,2,0,0,0,0,15,0,15,15,4,25-35,1,1,Degree,8,AWX,AWX,Ebony
C8758,Odyssey,0,0,0,7,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,25-35,1,0,Primary,8,AWX,AXG,Odyssey
C8759,Centaur,13,1,1,0,0,10,0,1,0,0,1,0,0,0,0,1,1,0,0,0,11,0,0,0,0,4,46-55,1,0,Degree,5,ANQ,APH,Centaur
C8760,Centaur,14,0,0,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,0,4,46-55,1,0,Masters,6,APH,AVV,Centaur
C8761,Odyssey,1,0,0,12,0,1,0,0,6,0,0,0,0,3,0,0,0,0,0,0,15,0,0,14,0,1,55+,1,0,Degree,7,AMZ,AMZ,Odyssey
C8762,Centaur,11,3,0,0,0,6,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,3,25-35,0,0,Masters,6,AMZ,APH,Centaur
C8763,Centaur,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,18-24,1,1,Masters,5,AHS,AHS,Centaur
C8764,Odyssey,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,4,25-35,1,0,Masters,10,AHR,AHR,Odyssey
C8765,Centaur,19,0,0,0,0,14,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,0,0,0,3,25-35,1,0,Diploma,6,AHS,AHS,Centaur
C8766,Odyssey,0,0,0,17,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,1,25-35,1,0,Degree,6,ATF,ATF,Odyssey
C8767,Odyssey,0,2,0,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15,0,15,0,2,36-45,1,0,Masters,10,AEC,ACL,Tokugawa
C8768,Centaur,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,25-35,1,1,Diploma,0,ACL,AIC,Centaur
